series,estimated_min,step,probe_loss,mean_step_s
LOZO lora_only nu50,1.564080,130,0.7937,0.721883
LOZO lora_only nu50,1.684394,140,0.8125,0.721883
LOZO lora_only nu50,1.804708,150,0.8178,0.721883
LOZO lora_only nu50,1.925021,160,0.6675,0.721883
LOZO lora_only nu50,2.045335,170,0.9047,0.721883
LOZO lora_only nu50,2.165649,180,0.8562,0.721883
LOZO lora_only nu50,2.285963,190,0.8913,0.721883
LOZO lora_only nu50,2.406277,200,0.9239,0.721883
LOZO lora_only nu50,2.526591,210,0.8057,0.721883
LOZO lora_only nu50,2.646904,220,0.7344,0.721883
LOZO lora_only nu50,2.767218,230,0.8965,0.721883
LOZO lora_only nu50,2.887532,240,0.8915,0.721883
LOZO lora_only nu50,3.007846,250,0.871,0.721883
LOZO lora_only nu50,3.128160,260,0.8916,0.721883
LOZO lora_only nu50,3.248474,270,0.8981,0.721883
LOZO lora_only nu50,3.368787,280,0.7742,0.721883
LOZO lora_only nu50,3.489101,290,0.8516,0.721883
LOZO lora_only nu50,3.609415,300,0.647,0.721883
LOZO lora_only nu50,3.729729,310,0.8472,0.721883
LOZO lora_only nu50,3.850043,320,0.6693,0.721883
LOZO lora_only nu50,3.970357,330,0.6577,0.721883
LOZO lora_only nu50,4.090670,340,0.7675,0.721883
LOZO lora_only nu50,4.210984,350,0.8564,0.721883
LOZO lora_only nu50,4.331298,360,0.845,0.721883
LOZO lora_only nu50,4.451612,370,0.775,0.721883
LOZO lora_only nu50,4.571926,380,0.7626,0.721883
LOZO lora_only nu50,4.692240,390,0.8033,0.721883
LOZO lora_only nu50,4.812553,400,0.6777,0.721883
LOZO lora_only nu50,4.932867,410,0.8502,0.721883
LOZO lora_only nu50,5.053181,420,0.7368,0.721883
LOZO lora_only nu50,5.173495,430,0.8653,0.721883
LOZO lora_only nu50,5.293809,440,0.7213,0.721883
LOZO lora_only nu50,5.414123,450,0.6658,0.721883
LOZO lora_only nu50,5.534436,460,0.8478,0.721883
LOZO lora_only nu50,5.654750,470,0.7598,0.721883
LOZO lora_only nu50,5.775064,480,0.7166,0.721883
LOZO lora_only nu50,5.895378,490,0.8273,0.721883
LOZO lora_only nu50,6.015692,500,0.7079,0.721883
LOZO lora_only nu50,6.136006,510,0.7065,0.721883
LOZO lora_only nu50,6.256319,520,0.7588,0.721883
LOZO lora_only nu50,6.376633,530,0.7817,0.721883
LOZO lora_only nu50,6.496947,540,0.6931,0.721883
LOZO lora_only nu50,6.617261,550,0.7325,0.721883
LOZO lora_only nu50,6.737575,560,0.7236,0.721883
LOZO lora_only nu50,6.857889,570,0.673,0.721883
LOZO lora_only nu50,6.978202,580,0.6329,0.721883
LOZO lora_only nu50,7.098516,590,0.6707,0.721883
LOZO lora_only nu50,7.218830,600,0.6521,0.721883
LOZO lora_only nu50,7.339144,610,0.7543,0.721883
LOZO lora_only nu50,7.459458,620,0.8019,0.721883
LOZO lora_only nu50,7.579772,630,0.7915,0.721883
LOZO lora_only nu50,7.700085,640,0.7134,0.721883
LOZO lora_only nu50,7.820399,650,0.7209,0.721883
LOZO lora_only nu50,7.940713,660,0.7724,0.721883
LOZO lora_only nu50,8.061027,670,0.777,0.721883
LOZO lora_only nu50,8.181341,680,0.6507,0.721883
LOZO lora_only nu50,8.301655,690,0.6171,0.721883
LOZO lora_only nu50,8.421968,700,0.6875,0.721883
LOZO lora_only nu50,8.542282,710,0.6634,0.721883
LOZO lora_only nu50,8.662596,720,0.6027,0.721883
LOZO lora_only nu50,8.782910,730,0.7894,0.721883
LOZO lora_only nu50,8.903224,740,0.7599,0.721883
LOZO lora_only nu50,9.023538,750,0.8237,0.721883
LOZO lora_only nu50,9.143851,760,0.634,0.721883
LOZO lora_only nu50,9.264165,770,0.6567,0.721883
LOZO lora_only nu50,9.384479,780,0.7331,0.721883
LOZO lora_only nu50,9.504793,790,0.663,0.721883
LOZO lora_only nu50,9.625107,800,0.725,0.721883
LOZO lora_only nu50,9.745420,810,0.7075,0.721883
LOZO lora_only nu50,9.865734,820,0.6685,0.721883
LOZO lora_only nu50,9.986048,830,0.6433,0.721883
LOZO lora_only nu50,10.106362,840,0.7426,0.721883
LOZO lora_only nu50,10.226676,850,0.6264,0.721883
LOZO lora_only nu50,10.346990,860,0.6977,0.721883
LOZO lora_only nu50,10.467304,870,0.7875,0.721883
LOZO lora_only nu50,10.587617,880,0.7155,0.721883
LOZO lora_only nu50,10.707931,890,0.7298,0.721883
LOZO lora_only nu50,10.828245,900,0.8785,0.721883
LOZO lora_only nu50,10.948559,910,0.6194,0.721883
LOZO lora_only nu50,11.068873,920,0.7021,0.721883
LOZO lora_only nu50,11.189187,930,0.6692,0.721883
LOZO lora_only nu50,11.309500,940,0.6171,0.721883
LOZO lora_only nu50,11.429814,950,0.73,0.721883
LOZO lora_only nu50,11.550128,960,0.6631,0.721883
LOZO lora_only nu50,11.670442,970,0.7368,0.721883
LOZO lora_only nu50,11.790756,980,0.674,0.721883
LOZO lora_only nu50,11.911069,990,0.603,0.721883
LOZO lora_only nu50,12.031383,1000,0.5514,0.721883
LOZO lora_only nu50,12.151697,1010,0.6065,0.721883
LOZO lora_only nu50,12.272011,1020,0.7073,0.721883
LOZO lora_only nu50,12.392325,1030,0.6653,0.721883
LOZO lora_only nu50,12.512639,1040,0.6042,0.721883
LOZO lora_only nu50,12.632953,1050,0.5681,0.721883
LOZO lora_only nu50,12.753266,1060,0.7288,0.721883
LOZO lora_only nu50,12.873580,1070,0.6018,0.721883
LOZO lora_only nu50,12.993894,1080,0.547,0.721883
LOZO lora_only nu50,13.114208,1090,0.6325,0.721883
LOZO lora_only nu50,13.234522,1100,0.5423,0.721883
LOZO lora_only nu50,13.354836,1110,0.6509,0.721883
LOZO lora_only nu50,13.475149,1120,0.684,0.721883
LOZO lora_only nu50,13.595463,1130,0.6445,0.721883
LOZO lora_only nu50,13.715777,1140,0.6502,0.721883
LOZO lora_only nu50,13.836091,1150,0.4565,0.721883
LOZO lora_only nu50,13.956405,1160,0.5977,0.721883
LOZO lora_only nu50,14.076719,1170,0.61,0.721883
LOZO lora_only nu50,14.197032,1180,0.7138,0.721883
LOZO lora_only nu50,14.317346,1190,0.6487,0.721883
LOZO lora_only nu50,14.437660,1200,0.6601,0.721883
LOZO lora_only nu50,14.557974,1210,0.6474,0.721883
LOZO lora_only nu50,14.678288,1220,0.5718,0.721883
LOZO lora_only nu50,14.798602,1230,0.6915,0.721883
LOZO lora_only nu50,14.918915,1240,0.4481,0.721883
LOZO lora_only nu50,15.039229,1250,0.7059,0.721883
LOZO lora_only nu50,15.159543,1260,0.5498,0.721883
LOZO lora_only nu50,15.279857,1270,0.6421,0.721883
LOZO lora_only nu50,15.400171,1280,0.6107,0.721883
LOZO lora_only nu50,15.520485,1290,0.4761,0.721883
LOZO lora_only nu50,15.640798,1300,0.5852,0.721883
LOZO lora_only nu50,15.761112,1310,0.7176,0.721883
LOZO lora_only nu50,15.881426,1320,0.5826,0.721883
LOZO lora_only nu50,16.001740,1330,0.6755,0.721883
LOZO lora_only nu50,16.122054,1340,0.5892,0.721883
LOZO lora_only nu50,16.242368,1350,0.6187,0.721883
LOZO lora_only nu50,16.362681,1360,0.5908,0.721883
LOZO lora_only nu50,16.482995,1370,0.5904,0.721883
LOZO lora_only nu50,16.603309,1380,0.5929,0.721883
LOZO lora_only nu50,16.723623,1390,0.5157,0.721883
LOZO lora_only nu50,16.843937,1400,0.6155,0.721883
LOZO lora_only nu50,16.964251,1410,0.5827,0.721883
LOZO lora_only nu50,17.084564,1420,0.6111,0.721883
LOZO lora_only nu50,17.204878,1430,0.6438,0.721883
LOZO lora_only nu50,17.325192,1440,0.6066,0.721883
LOZO lora_only nu50,17.445506,1450,0.5511,0.721883
LOZO lora_only nu50,17.565820,1460,0.5177,0.721883
LOZO lora_only nu50,17.686134,1470,0.6195,0.721883
LOZO lora_only nu50,17.806447,1480,0.6059,0.721883
LOZO lora_only nu50,17.926761,1490,0.5185,0.721883
LOZO lora_only nu50,18.047075,1500,0.6756,0.721883
LOZO lora_only nu50,18.167389,1510,0.5566,0.721883
LOZO lora_only nu50,18.287703,1520,0.5206,0.721883
LOZO lora_only nu50,18.408016,1530,0.6277,0.721883
LOZO lora_only nu50,18.528330,1540,0.4962,0.721883
LOZO lora_only nu50,18.648644,1550,0.5624,0.721883
LOZO lora_only nu50,18.768958,1560,0.6037,0.721883
LOZO lora_only nu50,18.889272,1570,0.6287,0.721883
LOZO lora_only nu50,19.009586,1580,0.5841,0.721883
LOZO lora_only nu50,19.129900,1590,0.5612,0.721883
LOZO lora_only nu50,19.250213,1600,0.5669,0.721883
LOZO lora_only nu50,19.370527,1610,0.6174,0.721883
LOZO lora_only nu50,19.490841,1620,0.6199,0.721883
LOZO lora_only nu50,19.611155,1630,0.5313,0.721883
LOZO lora_only nu50,19.731469,1640,0.5649,0.721883
LOZO lora_only nu50,19.851783,1650,0.5941,0.721883
LOZO lora_only nu50,19.972096,1660,0.5207,0.721883
LOZO lora_only nu50,20.092410,1670,0.5415,0.721883
LOZO lora_only nu50,20.212724,1680,0.5927,0.721883
LOZO lora_only nu50,20.333038,1690,0.6022,0.721883
LOZO lora_only nu50,20.453352,1700,0.5141,0.721883
LOZO lora_only nu50,20.573666,1710,0.5166,0.721883
LOZO lora_only nu50,20.693979,1720,0.5541,0.721883
LOZO lora_only nu50,20.814293,1730,0.6083,0.721883
LOZO lora_only nu50,20.934607,1740,0.5787,0.721883
LOZO lora_only nu50,21.054921,1750,0.5565,0.721883
LOZO lora_only nu50,21.175235,1760,0.5355,0.721883
LOZO lora_only nu50,21.295549,1770,0.4934,0.721883
LOZO lora_only nu50,21.415862,1780,0.4628,0.721883
LOZO lora_only nu50,21.536176,1790,0.6456,0.721883
LOZO lora_only nu50,21.656490,1800,0.5644,0.721883
LOZO lora_only nu50,21.776804,1810,0.5453,0.721883
LOZO lora_only nu50,21.897118,1820,0.5809,0.721883
LOZO lora_only nu50,22.017432,1830,0.4957,0.721883
LOZO lora_only nu50,22.137745,1840,0.5587,0.721883
LOZO lora_only nu50,22.258059,1850,0.5129,0.721883
LOZO lora_only nu50,22.378373,1860,0.585,0.721883
LOZO lora_only nu50,22.498687,1870,0.546,0.721883
LOZO lora_only nu50,22.619001,1880,0.5058,0.721883
LOZO lora_only nu50,22.739314,1890,0.5303,0.721883
LOZO lora_only nu50,22.859628,1900,0.5807,0.721883
LOZO lora_only nu50,22.979942,1910,0.5146,0.721883
LOZO lora_only nu50,23.100256,1920,0.5267,0.721883
LOZO lora_only nu50,23.220570,1930,0.5925,0.721883
LOZO lora_only nu50,23.340884,1940,0.4949,0.721883
LOZO lora_only nu50,23.461198,1950,0.5088,0.721883
LOZO lora_only nu50,23.581511,1960,0.5126,0.721883
LOZO lora_only nu50,23.701825,1970,0.5592,0.721883
LOZO lora_only nu50,23.822139,1980,0.599,0.721883
LOZO lora_only nu50,23.942453,1990,0.4496,0.721883
LOZO lora_only nu50,24.062767,2000,0.5432,0.721883
LOZO lora_only nu50,24.183081,2010,0.5293,0.721883
LOZO lora_only nu50,24.303394,2020,0.5216,0.721883
LOZO lora_only nu50,24.423708,2030,0.5415,0.721883
LOZO lora_only nu50,24.544022,2040,0.5345,0.721883
LOZO lora_only nu50,24.664336,2050,0.6306,0.721883
LOZO lora_only nu50,24.784650,2060,0.5223,0.721883
LOZO lora_only nu50,24.904964,2070,0.5115,0.721883
LOZO lora_only nu50,25.025277,2080,0.5403,0.721883
LOZO lora_only nu50,25.145591,2090,0.5382,0.721883
LOZO lora_only nu50,25.265905,2100,0.5907,0.721883
LOZO lora_only nu50,25.386219,2110,0.5066,0.721883
LOZO lora_only nu50,25.506533,2120,0.4763,0.721883
LOZO lora_only nu50,25.626847,2130,0.5578,0.721883
LOZO lora_only nu50,25.747160,2140,0.5356,0.721883
LOZO lora_only nu50,25.867474,2150,0.6282,0.721883
LOZO lora_only nu50,25.987788,2160,0.4826,0.721883
LOZO lora_only nu50,26.108102,2170,0.4485,0.721883
LOZO lora_only nu50,26.228416,2180,0.4957,0.721883
LOZO lora_only nu50,26.348730,2190,0.6016,0.721883
LOZO lora_only nu50,26.469043,2200,0.4492,0.721883
LOZO lora_only nu50,26.589357,2210,0.5118,0.721883
LOZO lora_only nu50,26.709671,2220,0.4987,0.721883
LOZO lora_only nu50,26.829985,2230,0.4687,0.721883
LOZO lora_only nu50,26.950299,2240,0.4774,0.721883
LOZO lora_only nu50,27.070612,2250,0.4932,0.721883
LOZO lora_only nu50,27.190926,2260,0.5259,0.721883
LOZO lora_only nu50,27.311240,2270,0.4868,0.721883
LOZO lora_only nu50,27.431554,2280,0.5166,0.721883
LOZO lora_only nu50,27.551868,2290,0.4573,0.721883
LOZO lora_only nu50,27.672182,2300,0.5317,0.721883
LOZO lora_only nu50,27.792496,2310,0.483,0.721883
LOZO lora_only nu50,27.912809,2320,0.6037,0.721883
LOZO lora_only nu50,28.033123,2330,0.4773,0.721883
LOZO lora_only nu50,28.153437,2340,0.5421,0.721883
LOZO lora_only nu50,28.273751,2350,0.476,0.721883
LOZO lora_only nu50,28.394065,2360,0.4809,0.721883
LOZO lora_only nu50,28.514379,2370,0.5085,0.721883
LOZO lora_only nu50,28.634692,2380,0.5397,0.721883
LOZO lora_only nu50,28.755006,2390,0.4666,0.721883
LOZO lora_only nu50,28.875320,2400,0.5023,0.721883
LOZO lora_only nu50,28.995634,2410,0.4478,0.721883
LOZO lora_only nu50,29.115948,2420,0.4634,0.721883
LOZO lora_only nu50,29.236262,2430,0.4868,0.721883
LOZO lora_only nu50,29.356575,2440,0.5495,0.721883
LOZO lora_only nu50,29.476889,2450,0.5114,0.721883
LOZO lora_only nu50,29.597203,2460,0.542,0.721883
LOZO lora_only nu50,29.717517,2470,0.5311,0.721883
LOZO lora_only nu50,29.837831,2480,0.4656,0.721883
LOZO lora_only nu50,29.958145,2490,0.4445,0.721883
LOZO lora_only nu50,30.078458,2500,0.5234,0.721883
LOZO lora_only nu50,30.198772,2510,0.4521,0.721883
LOZO lora_only nu50,30.319086,2520,0.5138,0.721883
LOZO lora_only nu50,30.439400,2530,0.5224,0.721883
LOZO lora_only nu50,30.559714,2540,0.5073,0.721883
LOZO lora_only nu50,30.680028,2550,0.4873,0.721883
LOZO lora_only nu50,30.800341,2560,0.4507,0.721883
LOZO lora_only nu50,30.920655,2570,0.4473,0.721883
LOZO lora_only nu50,31.040969,2580,0.4944,0.721883
LOZO lora_only nu50,31.161283,2590,0.574,0.721883
LOZO lora_only nu50,31.281597,2600,0.4769,0.721883
LOZO lora_only nu50,31.401910,2610,0.5107,0.721883
LOZO lora_only nu50,31.522224,2620,0.4643,0.721883
LOZO lora_only nu50,31.642538,2630,0.4621,0.721883
LOZO lora_only nu50,31.762852,2640,0.3788,0.721883
LOZO lora_only nu50,31.883166,2650,0.4701,0.721883
LOZO lora_only nu50,32.003480,2660,0.4992,0.721883
LOZO lora_only nu50,32.123794,2670,0.4765,0.721883
LOZO lora_only nu50,32.244107,2680,0.4819,0.721883
LOZO lora_only nu50,32.364421,2690,0.4922,0.721883
LOZO lora_only nu50,32.484735,2700,0.5185,0.721883
LOZO lora_only nu50,32.605049,2710,0.4755,0.721883
LOZO lora_only nu50,32.725363,2720,0.5188,0.721883
LOZO lora_only nu50,32.845677,2730,0.4436,0.721883
LOZO lora_only nu50,32.965990,2740,0.4755,0.721883
LOZO lora_only nu50,33.086304,2750,0.423,0.721883
LOZO lora_only nu50,33.206618,2760,0.4224,0.721883
LOZO lora_only nu50,33.326932,2770,0.5305,0.721883
LOZO lora_only nu50,33.447246,2780,0.4935,0.721883
LOZO lora_only nu50,33.567560,2790,0.4826,0.721883
LOZO lora_only nu50,33.687873,2800,0.4658,0.721883
LOZO lora_only nu50,33.808187,2810,0.4355,0.721883
LOZO lora_only nu50,33.928501,2820,0.4966,0.721883
LOZO lora_only nu50,34.048815,2830,0.4922,0.721883
LOZO lora_only nu50,34.169129,2840,0.4833,0.721883
LOZO lora_only nu50,34.289442,2850,0.4216,0.721883
LOZO lora_only nu50,34.409756,2860,0.4961,0.721883
LOZO lora_only nu50,34.530070,2870,0.4479,0.721883
LOZO lora_only nu50,34.650384,2880,0.5316,0.721883
LOZO lora_only nu50,34.770698,2890,0.5107,0.721883
LOZO lora_only nu50,34.891012,2900,0.4925,0.721883
LOZO lora_only nu50,35.011326,2910,0.4866,0.721883
LOZO lora_only nu50,35.131639,2920,0.4916,0.721883
LOZO lora_only nu50,35.251953,2930,0.4483,0.721883
LOZO lora_only nu50,35.372267,2940,0.4005,0.721883
LOZO lora_only nu50,35.492581,2950,0.4971,0.721883
LOZO lora_only nu50,35.612895,2960,0.5059,0.721883
LOZO lora_only nu50,35.733209,2970,0.4991,0.721883
LOZO lora_only nu50,35.853522,2980,0.4301,0.721883
LOZO lora_only nu50,35.973836,2990,0.4562,0.721883
LOZO lora_only nu50,36.094150,3000,0.4993,0.721883
LOZO lora_only nu50,36.214464,3010,0.5126,0.721883
LOZO lora_only nu50,36.334778,3020,0.5159,0.721883
LOZO lora_only nu50,36.455092,3030,0.509,0.721883
LOZO lora_only nu50,36.575405,3040,0.529,0.721883
LOZO lora_only nu50,36.695719,3050,0.4551,0.721883
LOZO lora_only nu50,36.816033,3060,0.4752,0.721883
LOZO lora_only nu50,36.936347,3070,0.4687,0.721883
LOZO lora_only nu50,37.056661,3080,0.4679,0.721883
LOZO lora_only nu50,37.176975,3090,0.4487,0.721883
LOZO lora_only nu50,37.297288,3100,0.5241,0.721883
LOZO lora_only nu50,37.417602,3110,0.4766,0.721883
LOZO lora_only nu50,37.537916,3120,0.4398,0.721883
LOZO lora_only nu50,37.658230,3130,0.4726,0.721883
LOZO lora_only nu50,37.778544,3140,0.4618,0.721883
LOZO lora_only nu50,37.898857,3150,0.491,0.721883
LOZO lora_only nu50,38.019171,3160,0.3967,0.721883
LOZO lora_only nu50,38.139485,3170,0.4741,0.721883
LOZO lora_only nu50,38.259799,3180,0.4742,0.721883
LOZO lora_only nu50,38.380113,3190,0.4726,0.721883
LOZO lora_only nu50,38.500427,3200,0.4325,0.721883
LOZO lora_only nu50,38.620741,3210,0.5459,0.721883
LOZO lora_only nu50,38.741054,3220,0.5827,0.721883
LOZO lora_only nu50,38.861368,3230,0.4749,0.721883
LOZO lora_only nu50,38.981682,3240,0.4315,0.721883
LOZO lora_only nu50,39.101996,3250,0.4575,0.721883
LOZO lora_only nu50,39.222310,3260,0.4688,0.721883
LOZO lora_only nu50,39.342624,3270,0.4099,0.721883
LOZO lora_only nu50,39.462937,3280,0.5564,0.721883
LOZO lora_only nu50,39.583251,3290,0.4698,0.721883
LOZO lora_only nu50,39.703565,3300,0.4573,0.721883
LOZO lora_only nu50,39.823879,3310,0.4135,0.721883
LOZO lora_only nu50,39.944193,3320,0.4808,0.721883
LOZO lora_only nu50,40.064507,3330,0.455,0.721883
LOZO lora_only nu50,40.184820,3340,0.4287,0.721883
LOZO lora_only nu50,40.305134,3350,0.4672,0.721883
LOZO lora_only nu50,40.425448,3360,0.4586,0.721883
LOZO lora_only nu50,40.545762,3370,0.4665,0.721883
LOZO lora_only nu50,40.666076,3380,0.5234,0.721883
LOZO lora_only nu50,40.786390,3390,0.4646,0.721883
LOZO lora_only nu50,40.906703,3400,0.4706,0.721883
LOZO lora_only nu50,41.027017,3410,0.4622,0.721883
LOZO lora_only nu50,41.147331,3420,0.5193,0.721883
LOZO lora_only nu50,41.267645,3430,0.5159,0.721883
LOZO lora_only nu50,41.387959,3440,0.501,0.721883
LOZO lora_only nu50,41.508273,3450,0.4182,0.721883
LOZO lora_only nu50,41.628586,3460,0.4887,0.721883
LOZO lora_only nu50,41.748900,3470,0.4376,0.721883
LOZO lora_only nu50,41.869214,3480,0.4448,0.721883
LOZO lora_only nu50,41.989528,3490,0.4563,0.721883
LOZO lora_only nu50,42.109842,3500,0.4089,0.721883
LOZO lora_only nu50,42.230156,3510,0.4782,0.721883
LOZO lora_only nu50,42.350469,3520,0.4306,0.721883
LOZO lora_only nu50,42.470783,3530,0.6145,0.721883
LOZO lora_only nu50,42.591097,3540,0.4651,0.721883
LOZO lora_only nu50,42.711411,3550,0.4078,0.721883
LOZO lora_only nu50,42.831725,3560,0.4972,0.721883
LOZO lora_only nu50,42.952039,3570,0.426,0.721883
LOZO lora_only nu50,43.072352,3580,0.3898,0.721883
LOZO lora_only nu50,43.192666,3590,0.4482,0.721883
LOZO lora_only nu50,43.312980,3600,0.4375,0.721883
LOZO lora_only nu50,43.433294,3610,0.4438,0.721883
LOZO lora_only nu50,43.553608,3620,0.4839,0.721883
LOZO lora_only nu50,43.673922,3630,0.4779,0.721883
LOZO lora_only nu50,43.794235,3640,0.4666,0.721883
LOZO lora_only nu50,43.914549,3650,0.479,0.721883
LOZO lora_only nu50,44.034863,3660,0.4418,0.721883
LOZO lora_only nu50,44.155177,3670,0.4873,0.721883
LOZO lora_only nu50,44.275491,3680,0.4248,0.721883
LOZO lora_only nu50,44.395805,3690,0.4377,0.721883
LOZO lora_only nu50,44.516118,3700,0.4824,0.721883
LOZO lora_only nu50,44.636432,3710,0.4624,0.721883
LOZO lora_only nu50,44.756746,3720,0.4281,0.721883
LOZO lora_only nu50,44.877060,3730,0.4827,0.721883
LOZO lora_only nu50,44.997374,3740,0.4613,0.721883
LOZO lora_only nu50,45.117688,3750,0.4675,0.721883
LOZO lora_only nu50,45.238001,3760,0.4251,0.721883
LOZO lora_only nu50,45.358315,3770,0.4463,0.721883
LOZO lora_only nu50,45.478629,3780,0.4198,0.721883
LOZO lora_only nu50,45.598943,3790,0.4424,0.721883
LOZO lora_only nu50,45.719257,3800,0.4174,0.721883
LOZO lora_only nu50,45.839571,3810,0.4356,0.721883
LOZO lora_only nu50,45.959884,3820,0.4394,0.721883
LOZO lora_only nu50,46.080198,3830,0.4813,0.721883
LOZO lora_only nu50,46.200512,3840,0.4414,0.721883
LOZO lora_only nu50,46.320826,3850,0.4251,0.721883
LOZO lora_only nu50,46.441140,3860,0.4335,0.721883
LOZO lora_only nu50,46.561453,3870,0.425,0.721883
LOZO lora_only nu50,46.681767,3880,0.4432,0.721883
LOZO lora_only nu50,46.802081,3890,0.4988,0.721883
LOZO lora_only nu50,46.922395,3900,0.4386,0.721883
LOZO lora_only nu50,47.042709,3910,0.456,0.721883
LOZO lora_only nu50,47.163023,3920,0.505,0.721883
LOZO lora_only nu50,47.283337,3930,0.4494,0.721883
LOZO lora_only nu50,47.403650,3940,0.4378,0.721883
LOZO lora_only nu50,47.523964,3950,0.431,0.721883
LOZO lora_only nu50,47.644278,3960,0.4759,0.721883
LOZO lora_only nu50,47.764592,3970,0.4255,0.721883
LOZO lora_only nu50,47.884906,3980,0.4129,0.721883
LOZO lora_only nu50,48.005220,3990,0.3849,0.721883
LOZO lora_only nu50,48.125533,4000,0.4341,0.721883
LOZO lora_only nu50,48.245847,4010,0.491,0.721883
LOZO lora_only nu50,48.366161,4020,0.4833,0.721883
LOZO lora_only nu50,48.486475,4030,0.4241,0.721883
LOZO lora_only nu50,48.606789,4040,0.4371,0.721883
LOZO lora_only nu50,48.727103,4050,0.4185,0.721883
LOZO lora_only nu50,48.847416,4060,0.4834,0.721883
LOZO lora_only nu50,48.967730,4070,0.4539,0.721883
LOZO lora_only nu50,49.088044,4080,0.4198,0.721883
LOZO lora_only nu50,49.208358,4090,0.4068,0.721883
LOZO lora_only nu50,49.328672,4100,0.4976,0.721883
LOZO lora_only nu50,49.448986,4110,0.4872,0.721883
LOZO lora_only nu50,49.569299,4120,0.369,0.721883
LOZO lora_only nu50,49.689613,4130,0.5089,0.721883
LOZO lora_only nu50,49.809927,4140,0.4934,0.721883
LOZO lora_only nu50,49.930241,4150,0.4311,0.721883
LOZO lora_only nu50,50.050555,4160,0.4311,0.721883
LOZO lora_only nu50,50.170869,4170,0.3945,0.721883
LOZO lora_only nu50,50.291182,4180,0.4446,0.721883
LOZO lora_only nu50,50.411496,4190,0.4478,0.721883
LOZO lora_only nu50,50.531810,4200,0.4245,0.721883
LOZO lora_only nu50,50.652124,4210,0.4609,0.721883
LOZO lora_only nu50,50.772438,4220,0.3906,0.721883
LOZO lora_only nu50,50.892752,4230,0.4767,0.721883
LOZO lora_only nu50,51.013065,4240,0.4531,0.721883
LOZO lora_only nu50,51.133379,4250,0.4318,0.721883
LOZO lora_only nu50,51.253693,4260,0.4497,0.721883
LOZO lora_only nu50,51.374007,4270,0.4076,0.721883
LOZO lora_only nu50,51.494321,4280,0.4589,0.721883
LOZO lora_only nu50,51.614635,4290,0.3722,0.721883
LOZO lora_only nu50,51.734948,4300,0.437,0.721883
LOZO lora_only nu50,51.855262,4310,0.4847,0.721883
LOZO lora_only nu50,51.975576,4320,0.4163,0.721883
LOZO lora_only nu50,52.095890,4330,0.4548,0.721883
LOZO lora_only nu50,52.216204,4340,0.4476,0.721883
LOZO lora_only nu50,52.336518,4350,0.4565,0.721883
LOZO lora_only nu50,52.456831,4360,0.4545,0.721883
LOZO lora_only nu50,52.577145,4370,0.4392,0.721883
LOZO lora_only nu50,52.697459,4380,0.4402,0.721883
LOZO lora_only nu50,52.817773,4390,0.4204,0.721883
LOZO lora_only nu50,52.938087,4400,0.411,0.721883
LOZO lora_only nu50,53.058400,4410,0.4333,0.721883
LOZO lora_only nu50,53.178714,4420,0.3758,0.721883
LOZO lora_only nu50,53.299028,4430,0.3922,0.721883
LOZO lora_only nu50,53.419342,4440,0.4689,0.721883
