series,estimated_min,step,probe_loss,mean_step_s
vLLM lora_only nu50,41.549560,15600,0.208261,0.159806
vLLM lora_only nu50,41.576194,15610,0.270886,0.159806
vLLM lora_only nu50,41.602829,15620,0.204691,0.159806
vLLM lora_only nu50,41.629463,15630,0.230342,0.159806
vLLM lora_only nu50,41.656097,15640,0.280412,0.159806
vLLM lora_only nu50,41.682732,15650,0.252865,0.159806
vLLM lora_only nu50,41.709366,15660,0.223042,0.159806
vLLM lora_only nu50,41.736000,15670,0.202435,0.159806
vLLM lora_only nu50,41.762635,15680,0.184546,0.159806
vLLM lora_only nu50,41.789269,15690,0.276411,0.159806
vLLM lora_only nu50,41.815903,15700,0.214898,0.159806
vLLM lora_only nu50,41.842538,15710,0.213514,0.159806
vLLM lora_only nu50,41.869172,15720,0.267454,0.159806
vLLM lora_only nu50,41.895806,15730,0.235953,0.159806
vLLM lora_only nu50,41.922441,15740,0.253878,0.159806
vLLM lora_only nu50,41.949075,15750,0.22109,0.159806
vLLM lora_only nu50,41.975709,15760,0.263207,0.159806
vLLM lora_only nu50,42.002344,15770,0.254515,0.159806
vLLM lora_only nu50,42.028978,15780,0.205908,0.159806
vLLM lora_only nu50,42.055612,15790,0.230625,0.159806
vLLM lora_only nu50,42.082247,15800,0.228908,0.159806
vLLM lora_only nu50,42.108881,15810,0.222694,0.159806
vLLM lora_only nu50,42.135515,15820,0.21956,0.159806
vLLM lora_only nu50,42.162150,15830,0.290406,0.159806
vLLM lora_only nu50,42.188784,15840,0.229773,0.159806
vLLM lora_only nu50,42.215418,15850,0.181452,0.159806
vLLM lora_only nu50,42.242053,15860,0.249486,0.159806
vLLM lora_only nu50,42.268687,15870,0.199888,0.159806
vLLM lora_only nu50,42.295321,15880,0.227299,0.159806
vLLM lora_only nu50,42.321956,15890,0.284703,0.159806
vLLM lora_only nu50,42.348590,15900,0.259512,0.159806
vLLM lora_only nu50,42.375224,15910,0.20903,0.159806
vLLM lora_only nu50,42.401859,15920,0.247518,0.159806
vLLM lora_only nu50,42.428493,15930,0.193187,0.159806
vLLM lora_only nu50,42.455127,15940,0.254123,0.159806
vLLM lora_only nu50,42.481762,15950,0.28477,0.159806
vLLM lora_only nu50,42.508396,15960,0.297195,0.159806
vLLM lora_only nu50,42.535030,15970,0.223358,0.159806
vLLM lora_only nu50,42.561665,15980,0.286912,0.159806
vLLM lora_only nu50,42.588299,15990,0.231983,0.159806
vLLM lora_only nu50,42.614933,16000,0.297541,0.159806
vLLM lora_only nu50,42.641568,16010,0.229532,0.159806
vLLM lora_only nu50,42.668202,16020,0.217386,0.159806
vLLM lora_only nu50,42.694836,16030,0.275071,0.159806
vLLM lora_only nu50,42.721471,16040,0.234082,0.159806
vLLM lora_only nu50,42.748105,16050,0.228459,0.159806
vLLM lora_only nu50,42.774739,16060,0.22523,0.159806
vLLM lora_only nu50,42.801374,16070,0.283168,0.159806
vLLM lora_only nu50,42.828008,16080,0.235069,0.159806
vLLM lora_only nu50,42.854642,16090,0.247306,0.159806
vLLM lora_only nu50,42.881277,16100,0.208857,0.159806
vLLM lora_only nu50,42.907911,16110,0.233812,0.159806
vLLM lora_only nu50,42.934545,16120,0.225967,0.159806
vLLM lora_only nu50,42.961180,16130,0.23646,0.159806
vLLM lora_only nu50,42.987814,16140,0.26967,0.159806
vLLM lora_only nu50,43.014448,16150,0.217841,0.159806
vLLM lora_only nu50,43.041083,16160,0.211996,0.159806
vLLM lora_only nu50,43.067717,16170,0.25795,0.159806
vLLM lora_only nu50,43.094351,16180,0.207574,0.159806
vLLM lora_only nu50,43.120986,16190,0.245038,0.159806
vLLM lora_only nu50,43.147620,16200,0.299096,0.159806
vLLM lora_only nu50,43.174254,16210,0.292801,0.159806
vLLM lora_only nu50,43.200889,16220,0.244286,0.159806
vLLM lora_only nu50,43.227523,16230,0.333105,0.159806
vLLM lora_only nu50,43.254157,16240,0.268172,0.159806
vLLM lora_only nu50,43.280792,16250,0.298274,0.159806
vLLM lora_only nu50,43.307426,16260,0.254888,0.159806
vLLM lora_only nu50,43.334060,16270,0.215645,0.159806
vLLM lora_only nu50,43.360695,16280,0.22496,0.159806
vLLM lora_only nu50,43.387329,16290,0.216213,0.159806
vLLM lora_only nu50,43.413963,16300,0.181718,0.159806
vLLM lora_only nu50,43.440598,16310,0.275449,0.159806
vLLM lora_only nu50,43.467232,16320,0.250643,0.159806
vLLM lora_only nu50,43.493866,16330,0.267026,0.159806
vLLM lora_only nu50,43.520501,16340,0.255918,0.159806
vLLM lora_only nu50,43.547135,16350,0.21883,0.159806
vLLM lora_only nu50,43.573769,16360,0.20826,0.159806
vLLM lora_only nu50,43.600404,16370,0.248708,0.159806
vLLM lora_only nu50,43.627038,16380,0.252173,0.159806
vLLM lora_only nu50,43.653672,16390,0.242535,0.159806
vLLM lora_only nu50,43.680307,16400,0.209255,0.159806
vLLM lora_only nu50,43.706941,16410,0.217139,0.159806
vLLM lora_only nu50,43.733575,16420,0.210891,0.159806
vLLM lora_only nu50,43.760210,16430,0.191463,0.159806
vLLM lora_only nu50,43.786844,16440,0.222674,0.159806
vLLM lora_only nu50,43.813478,16450,0.277521,0.159806
vLLM lora_only nu50,43.840113,16460,0.25553,0.159806
vLLM lora_only nu50,43.866747,16470,0.20424,0.159806
vLLM lora_only nu50,43.893381,16480,0.238197,0.159806
vLLM lora_only nu50,43.920016,16490,0.203618,0.159806
vLLM lora_only nu50,43.946650,16500,0.198792,0.159806
vLLM lora_only nu50,43.973284,16510,0.247875,0.159806
vLLM lora_only nu50,43.999919,16520,0.222324,0.159806
vLLM lora_only nu50,44.026553,16530,0.19771,0.159806
vLLM lora_only nu50,44.053187,16540,0.234179,0.159806
vLLM lora_only nu50,44.079822,16550,0.197976,0.159806
vLLM lora_only nu50,44.106456,16560,0.250442,0.159806
vLLM lora_only nu50,44.133090,16570,0.256889,0.159806
vLLM lora_only nu50,44.159725,16580,0.298562,0.159806
vLLM lora_only nu50,44.186359,16590,0.235323,0.159806
vLLM lora_only nu50,44.212993,16600,0.294709,0.159806
vLLM lora_only nu50,44.239628,16610,0.199668,0.159806
vLLM lora_only nu50,44.266262,16620,0.290854,0.159806
vLLM lora_only nu50,44.292896,16630,0.287641,0.159806
vLLM lora_only nu50,44.319531,16640,0.23388,0.159806
vLLM lora_only nu50,44.346165,16650,0.242505,0.159806
vLLM lora_only nu50,44.372799,16660,0.211988,0.159806
vLLM lora_only nu50,44.399434,16670,0.22812,0.159806
vLLM lora_only nu50,44.426068,16680,0.228029,0.159806
vLLM lora_only nu50,44.452702,16690,0.297101,0.159806
vLLM lora_only nu50,44.479337,16700,0.228748,0.159806
vLLM lora_only nu50,44.505971,16710,0.212771,0.159806
vLLM lora_only nu50,44.532605,16720,0.209501,0.159806
vLLM lora_only nu50,44.559240,16730,0.239147,0.159806
vLLM lora_only nu50,44.585874,16740,0.229775,0.159806
vLLM lora_only nu50,44.612508,16750,0.233865,0.159806
vLLM lora_only nu50,44.639143,16760,0.355565,0.159806
vLLM lora_only nu50,44.665777,16770,0.307527,0.159806
vLLM lora_only nu50,44.692411,16780,0.24661,0.159806
vLLM lora_only nu50,44.719046,16790,0.257279,0.159806
vLLM lora_only nu50,44.745680,16800,0.274355,0.159806
vLLM lora_only nu50,44.772314,16810,0.232895,0.159806
vLLM lora_only nu50,44.798949,16820,0.278372,0.159806
vLLM lora_only nu50,44.825583,16830,0.239189,0.159806
vLLM lora_only nu50,44.852217,16840,0.190862,0.159806
vLLM lora_only nu50,44.878852,16850,0.225032,0.159806
vLLM lora_only nu50,44.905486,16860,0.214359,0.159806
vLLM lora_only nu50,44.932120,16870,0.213767,0.159806
vLLM lora_only nu50,44.958755,16880,0.299827,0.159806
vLLM lora_only nu50,44.985389,16890,0.229331,0.159806
vLLM lora_only nu50,45.012023,16900,0.244001,0.159806
vLLM lora_only nu50,45.038658,16910,0.202424,0.159806
vLLM lora_only nu50,45.065292,16920,0.160737,0.159806
vLLM lora_only nu50,45.091926,16930,0.255106,0.159806
vLLM lora_only nu50,45.118561,16940,0.231419,0.159806
vLLM lora_only nu50,45.145195,16950,0.191393,0.159806
vLLM lora_only nu50,45.171829,16960,0.235019,0.159806
vLLM lora_only nu50,45.198464,16970,0.208044,0.159806
vLLM lora_only nu50,45.225098,16980,0.204164,0.159806
vLLM lora_only nu50,45.251732,16990,0.223327,0.159806
vLLM lora_only nu50,45.278367,17000,0.254221,0.159806
vLLM lora_only nu50,45.305001,17010,0.230531,0.159806
vLLM lora_only nu50,45.331635,17020,0.219801,0.159806
vLLM lora_only nu50,45.358270,17030,0.212669,0.159806
vLLM lora_only nu50,45.384904,17040,0.233922,0.159806
vLLM lora_only nu50,45.411538,17050,0.181984,0.159806
vLLM lora_only nu50,45.438173,17060,0.238727,0.159806
vLLM lora_only nu50,45.464807,17070,0.292304,0.159806
vLLM lora_only nu50,45.491441,17080,0.322041,0.159806
vLLM lora_only nu50,45.518076,17090,0.175658,0.159806
vLLM lora_only nu50,45.544710,17100,0.282174,0.159806
vLLM lora_only nu50,45.571344,17110,0.406965,0.159806
vLLM lora_only nu50,45.597979,17120,0.301736,0.159806
vLLM lora_only nu50,45.624613,17130,0.363971,0.159806
vLLM lora_only nu50,45.651247,17140,0.322756,0.159806
vLLM lora_only nu50,45.677882,17150,0.347522,0.159806
vLLM lora_only nu50,45.704516,17160,0.30865,0.159806
vLLM lora_only nu50,45.731150,17170,0.23864,0.159806
vLLM lora_only nu50,45.757785,17180,0.272654,0.159806
vLLM lora_only nu50,45.784419,17190,0.296689,0.159806
vLLM lora_only nu50,45.811053,17200,0.26465,0.159806
vLLM lora_only nu50,45.837688,17210,0.203009,0.159806
vLLM lora_only nu50,45.864322,17220,0.214089,0.159806
vLLM lora_only nu50,45.890956,17230,0.186142,0.159806
vLLM lora_only nu50,45.917591,17240,0.284187,0.159806
vLLM lora_only nu50,45.944225,17250,0.248236,0.159806
vLLM lora_only nu50,45.970859,17260,0.213992,0.159806
vLLM lora_only nu50,45.997494,17270,0.258433,0.159806
vLLM lora_only nu50,46.024128,17280,0.226373,0.159806
vLLM lora_only nu50,46.050762,17290,0.211551,0.159806
vLLM lora_only nu50,46.077397,17300,0.222092,0.159806
vLLM lora_only nu50,46.104031,17310,0.257074,0.159806
vLLM lora_only nu50,46.130665,17320,0.224582,0.159806
vLLM lora_only nu50,46.157300,17330,0.213252,0.159806
vLLM lora_only nu50,46.183934,17340,0.222305,0.159806
vLLM lora_only nu50,46.210568,17350,0.262576,0.159806
vLLM lora_only nu50,46.237203,17360,0.262796,0.159806
vLLM lora_only nu50,46.263837,17370,0.238555,0.159806
vLLM lora_only nu50,46.290471,17380,0.269329,0.159806
vLLM lora_only nu50,46.317106,17390,0.267411,0.159806
vLLM lora_only nu50,46.343740,17400,0.200751,0.159806
vLLM lora_only nu50,46.370374,17410,0.313115,0.159806
vLLM lora_only nu50,46.397009,17420,0.254716,0.159806
vLLM lora_only nu50,46.423643,17430,0.268901,0.159806
vLLM lora_only nu50,46.450277,17440,0.266973,0.159806
vLLM lora_only nu50,46.476912,17450,0.25258,0.159806
vLLM lora_only nu50,46.503546,17460,0.176735,0.159806
vLLM lora_only nu50,46.530180,17470,0.259726,0.159806
vLLM lora_only nu50,46.556815,17480,0.2343,0.159806
vLLM lora_only nu50,46.583449,17490,0.243189,0.159806
vLLM lora_only nu50,46.610083,17500,0.28186,0.159806
vLLM lora_only nu50,46.636718,17510,0.276503,0.159806
vLLM lora_only nu50,46.663352,17520,0.231192,0.159806
vLLM lora_only nu50,46.689986,17530,0.214992,0.159806
vLLM lora_only nu50,46.716621,17540,0.189501,0.159806
vLLM lora_only nu50,46.743255,17550,0.24855,0.159806
vLLM lora_only nu50,46.769889,17560,0.242842,0.159806
vLLM lora_only nu50,46.796524,17570,0.19416,0.159806
vLLM lora_only nu50,46.823158,17580,0.262884,0.159806
vLLM lora_only nu50,46.849792,17590,0.207105,0.159806
vLLM lora_only nu50,46.876427,17600,0.231356,0.159806
vLLM lora_only nu50,46.903061,17610,0.261961,0.159806
vLLM lora_only nu50,46.929695,17620,0.334558,0.159806
vLLM lora_only nu50,46.956330,17630,0.267589,0.159806
vLLM lora_only nu50,46.982964,17640,0.307816,0.159806
vLLM lora_only nu50,47.009598,17650,0.236763,0.159806
vLLM lora_only nu50,47.036233,17660,0.227229,0.159806
vLLM lora_only nu50,47.062867,17670,0.265156,0.159806
vLLM lora_only nu50,47.089501,17680,0.24221,0.159806
vLLM lora_only nu50,47.116136,17690,0.300142,0.159806
vLLM lora_only nu50,47.142770,17700,0.26729,0.159806
vLLM lora_only nu50,47.169404,17710,0.18181,0.159806
vLLM lora_only nu50,47.196039,17720,0.232426,0.159806
vLLM lora_only nu50,47.222673,17730,0.199572,0.159806
vLLM lora_only nu50,47.249307,17740,0.234102,0.159806
vLLM lora_only nu50,47.275942,17750,0.242247,0.159806
vLLM lora_only nu50,47.302576,17760,0.27484,0.159806
vLLM lora_only nu50,47.329210,17770,0.225298,0.159806
vLLM lora_only nu50,47.355845,17780,0.232917,0.159806
vLLM lora_only nu50,47.382479,17790,0.170299,0.159806
vLLM lora_only nu50,47.409113,17800,0.200966,0.159806
vLLM lora_only nu50,47.435748,17810,0.275383,0.159806
vLLM lora_only nu50,47.462382,17820,0.223685,0.159806
vLLM lora_only nu50,47.489016,17830,0.231172,0.159806
vLLM lora_only nu50,47.515651,17840,0.23789,0.159806
vLLM lora_only nu50,47.542285,17850,0.174951,0.159806
vLLM lora_only nu50,47.568919,17860,0.246222,0.159806
vLLM lora_only nu50,47.595554,17870,0.222633,0.159806
vLLM lora_only nu50,47.622188,17880,0.202658,0.159806
vLLM lora_only nu50,47.648822,17890,0.243227,0.159806
vLLM lora_only nu50,47.675457,17900,0.226114,0.159806
vLLM lora_only nu50,47.702091,17910,0.265677,0.159806
vLLM lora_only nu50,47.728725,17920,0.196168,0.159806
vLLM lora_only nu50,47.755360,17930,0.263583,0.159806
vLLM lora_only nu50,47.781994,17940,0.261687,0.159806
vLLM lora_only nu50,47.808628,17950,0.207809,0.159806
vLLM lora_only nu50,47.835263,17960,0.265248,0.159806
vLLM lora_only nu50,47.861897,17970,0.295912,0.159806
vLLM lora_only nu50,47.888531,17980,0.229849,0.159806
vLLM lora_only nu50,47.915166,17990,0.236964,0.159806
vLLM lora_only nu50,47.941800,18000,0.265625,0.159806
vLLM lora_only nu50,47.968434,18010,0.24598,0.159806
vLLM lora_only nu50,47.995069,18020,0.189179,0.159806
vLLM lora_only nu50,48.021703,18030,0.25136,0.159806
vLLM lora_only nu50,48.048337,18040,0.215634,0.159806
vLLM lora_only nu50,48.074972,18050,0.189085,0.159806
vLLM lora_only nu50,48.101606,18060,0.343833,0.159806
vLLM lora_only nu50,48.128240,18070,0.284054,0.159806
vLLM lora_only nu50,48.154875,18080,0.24679,0.159806
vLLM lora_only nu50,48.181509,18090,0.340382,0.159806
vLLM lora_only nu50,48.208143,18100,0.311264,0.159806
vLLM lora_only nu50,48.234778,18110,0.206866,0.159806
vLLM lora_only nu50,48.261412,18120,0.283437,0.159806
vLLM lora_only nu50,48.288046,18130,0.232939,0.159806
vLLM lora_only nu50,48.314681,18140,0.223951,0.159806
vLLM lora_only nu50,48.341315,18150,0.222647,0.159806
vLLM lora_only nu50,48.367949,18160,0.218535,0.159806
vLLM lora_only nu50,48.394584,18170,0.247682,0.159806
vLLM lora_only nu50,48.421218,18180,0.283787,0.159806
vLLM lora_only nu50,48.447852,18190,0.248381,0.159806
vLLM lora_only nu50,48.474487,18200,0.244824,0.159806
vLLM lora_only nu50,48.501121,18210,0.188798,0.159806
vLLM lora_only nu50,48.527755,18220,0.216046,0.159806
vLLM lora_only nu50,48.554390,18230,0.253211,0.159806
vLLM lora_only nu50,48.581024,18240,0.285324,0.159806
vLLM lora_only nu50,48.607658,18250,0.24473,0.159806
vLLM lora_only nu50,48.634293,18260,0.226536,0.159806
vLLM lora_only nu50,48.660927,18270,0.216359,0.159806
vLLM lora_only nu50,48.687561,18280,0.187498,0.159806
vLLM lora_only nu50,48.714196,18290,0.212098,0.159806
vLLM lora_only nu50,48.740830,18300,0.192544,0.159806
vLLM lora_only nu50,48.767464,18310,0.302626,0.159806
vLLM lora_only nu50,48.794099,18320,0.281634,0.159806
vLLM lora_only nu50,48.820733,18330,0.16231,0.159806
vLLM lora_only nu50,48.847367,18340,0.236229,0.159806
vLLM lora_only nu50,48.874002,18350,0.200855,0.159806
vLLM lora_only nu50,48.900636,18360,0.210461,0.159806
vLLM lora_only nu50,48.927270,18370,0.252702,0.159806
vLLM lora_only nu50,48.953905,18380,0.233411,0.159806
vLLM lora_only nu50,48.980539,18390,0.177104,0.159806
vLLM lora_only nu50,49.007173,18400,0.214604,0.159806
vLLM lora_only nu50,49.033808,18410,0.243334,0.159806
vLLM lora_only nu50,49.060442,18420,0.226258,0.159806
vLLM lora_only nu50,49.087076,18430,0.28773,0.159806
vLLM lora_only nu50,49.113711,18440,0.242036,0.159806
vLLM lora_only nu50,49.140345,18450,0.222956,0.159806
vLLM lora_only nu50,49.166979,18460,0.256183,0.159806
vLLM lora_only nu50,49.193614,18470,0.257425,0.159806
vLLM lora_only nu50,49.220248,18480,0.25749,0.159806
vLLM lora_only nu50,49.246882,18490,0.27674,0.159806
vLLM lora_only nu50,49.273517,18500,0.278401,0.159806
vLLM lora_only nu50,49.300151,18510,0.255026,0.159806
vLLM lora_only nu50,49.326785,18520,0.232934,0.159806
vLLM lora_only nu50,49.353420,18530,0.170743,0.159806
vLLM lora_only nu50,49.380054,18540,0.231881,0.159806
vLLM lora_only nu50,49.406688,18550,0.276532,0.159806
vLLM lora_only nu50,49.433323,18560,0.252716,0.159806
vLLM lora_only nu50,49.459957,18570,0.289015,0.159806
vLLM lora_only nu50,49.486591,18580,0.260194,0.159806
vLLM lora_only nu50,49.513226,18590,0.217485,0.159806
vLLM lora_only nu50,49.539860,18600,0.253662,0.159806
vLLM lora_only nu50,49.566494,18610,0.186018,0.159806
vLLM lora_only nu50,49.593129,18620,0.293158,0.159806
vLLM lora_only nu50,49.619763,18630,0.224298,0.159806
vLLM lora_only nu50,49.646397,18640,0.158368,0.159806
vLLM lora_only nu50,49.673032,18650,0.249858,0.159806
vLLM lora_only nu50,49.699666,18660,0.202454,0.159806
vLLM lora_only nu50,49.726300,18670,0.25333,0.159806
vLLM lora_only nu50,49.752935,18680,0.304631,0.159806
vLLM lora_only nu50,49.779569,18690,0.308269,0.159806
vLLM lora_only nu50,49.806203,18700,0.253424,0.159806
vLLM lora_only nu50,49.832838,18710,0.264376,0.159806
vLLM lora_only nu50,49.859472,18720,0.178555,0.159806
vLLM lora_only nu50,49.886106,18730,0.222666,0.159806
vLLM lora_only nu50,49.912741,18740,0.293592,0.159806
vLLM lora_only nu50,49.939375,18750,0.212747,0.159806
vLLM lora_only nu50,49.966009,18760,0.211322,0.159806
vLLM lora_only nu50,49.992644,18770,0.231941,0.159806
vLLM lora_only nu50,50.019278,18780,0.180099,0.159806
vLLM lora_only nu50,50.045912,18790,0.236466,0.159806
vLLM lora_only nu50,50.072547,18800,0.207405,0.159806
vLLM lora_only nu50,50.099181,18810,0.214822,0.159806
vLLM lora_only nu50,50.125815,18820,0.214966,0.159806
vLLM lora_only nu50,50.152450,18830,0.213032,0.159806
vLLM lora_only nu50,50.179084,18840,0.191372,0.159806
vLLM lora_only nu50,50.205718,18850,0.199333,0.159806
vLLM lora_only nu50,50.232353,18860,0.354083,0.159806
vLLM lora_only nu50,50.258987,18870,0.275172,0.159806
vLLM lora_only nu50,50.285621,18880,0.331678,0.159806
vLLM lora_only nu50,50.312256,18890,0.236469,0.159806
vLLM lora_only nu50,50.338890,18900,0.350216,0.159806
vLLM lora_only nu50,50.365524,18910,0.254011,0.159806
vLLM lora_only nu50,50.392159,18920,0.216622,0.159806
vLLM lora_only nu50,50.418793,18930,0.336948,0.159806
vLLM lora_only nu50,50.445427,18940,0.315323,0.159806
vLLM lora_only nu50,50.472062,18950,0.185143,0.159806
vLLM lora_only nu50,50.498696,18960,0.270248,0.159806
vLLM lora_only nu50,50.525330,18970,0.224894,0.159806
vLLM lora_only nu50,50.551965,18980,0.235823,0.159806
vLLM lora_only nu50,50.578599,18990,0.286953,0.159806
vLLM lora_only nu50,50.605233,19000,0.249348,0.159806
vLLM lora_only nu50,50.631868,19010,0.223238,0.159806
vLLM lora_only nu50,50.658502,19020,0.222429,0.159806
vLLM lora_only nu50,50.685136,19030,0.174998,0.159806
vLLM lora_only nu50,50.711771,19040,0.224264,0.159806
vLLM lora_only nu50,50.738405,19050,0.254754,0.159806
vLLM lora_only nu50,50.765039,19060,0.227646,0.159806
vLLM lora_only nu50,50.791674,19070,0.217853,0.159806
vLLM lora_only nu50,50.818308,19080,0.226936,0.159806
vLLM lora_only nu50,50.844942,19090,0.226605,0.159806
vLLM lora_only nu50,50.871577,19100,0.241811,0.159806
vLLM lora_only nu50,50.898211,19110,0.31221,0.159806
vLLM lora_only nu50,50.924845,19120,0.195707,0.159806
vLLM lora_only nu50,50.951480,19130,0.283827,0.159806
vLLM lora_only nu50,50.978114,19140,0.28742,0.159806
vLLM lora_only nu50,51.004748,19150,0.250224,0.159806
vLLM lora_only nu50,51.031383,19160,0.220633,0.159806
vLLM lora_only nu50,51.058017,19170,0.259818,0.159806
vLLM lora_only nu50,51.084651,19180,0.217816,0.159806
vLLM lora_only nu50,51.111286,19190,0.227487,0.159806
vLLM lora_only nu50,51.137920,19200,0.215021,0.159806
vLLM lora_only nu50,51.164554,19210,0.243736,0.159806
vLLM lora_only nu50,51.191189,19220,0.223089,0.159806
vLLM lora_only nu50,51.217823,19230,0.241031,0.159806
vLLM lora_only nu50,51.244457,19240,0.275864,0.159806
vLLM lora_only nu50,51.271092,19250,0.276953,0.159806
vLLM lora_only nu50,51.297726,19260,0.190075,0.159806
vLLM lora_only nu50,51.324360,19270,0.301777,0.159806
vLLM lora_only nu50,51.350995,19280,0.198589,0.159806
vLLM lora_only nu50,51.377629,19290,0.323365,0.159806
vLLM lora_only nu50,51.404263,19300,0.315659,0.159806
vLLM lora_only nu50,51.430898,19310,0.237836,0.159806
vLLM lora_only nu50,51.457532,19320,0.163286,0.159806
vLLM lora_only nu50,51.484166,19330,0.249919,0.159806
vLLM lora_only nu50,51.510801,19340,0.166672,0.159806
vLLM lora_only nu50,51.537435,19350,0.241177,0.159806
vLLM lora_only nu50,51.564069,19360,0.217917,0.159806
vLLM lora_only nu50,51.590704,19370,0.211465,0.159806
vLLM lora_only nu50,51.617338,19380,0.206455,0.159806
vLLM lora_only nu50,51.643972,19390,0.182376,0.159806
vLLM lora_only nu50,51.670607,19400,0.189885,0.159806
vLLM lora_only nu50,51.697241,19410,0.254694,0.159806
vLLM lora_only nu50,51.723875,19420,0.243309,0.159806
vLLM lora_only nu50,51.750510,19430,0.226057,0.159806
vLLM lora_only nu50,51.777144,19440,0.236406,0.159806
vLLM lora_only nu50,51.803778,19450,0.169523,0.159806
vLLM lora_only nu50,51.830413,19460,0.221156,0.159806
vLLM lora_only nu50,51.857047,19470,0.238984,0.159806
vLLM lora_only nu50,51.883681,19480,0.254072,0.159806
vLLM lora_only nu50,51.910316,19490,0.281269,0.159806
vLLM lora_only nu50,51.936950,19500,0.270743,0.159806
vLLM lora_only nu50,51.963584,19510,0.239029,0.159806
vLLM lora_only nu50,51.990219,19520,0.221013,0.159806
vLLM lora_only nu50,52.016853,19530,0.236331,0.159806
vLLM lora_only nu50,52.043487,19540,0.255695,0.159806
vLLM lora_only nu50,52.070122,19550,0.339813,0.159806
vLLM lora_only nu50,52.096756,19560,0.379351,0.159806
vLLM lora_only nu50,52.123390,19570,0.211086,0.159806
vLLM lora_only nu50,52.150025,19580,0.314937,0.159806
vLLM lora_only nu50,52.176659,19590,0.36027,0.159806
vLLM lora_only nu50,52.203293,19600,0.275536,0.159806
vLLM lora_only nu50,52.229928,19610,0.322841,0.159806
vLLM lora_only nu50,52.256562,19620,0.269767,0.159806
vLLM lora_only nu50,52.283196,19630,0.218095,0.159806
vLLM lora_only nu50,52.309831,19640,0.203946,0.159806
vLLM lora_only nu50,52.336465,19650,0.177781,0.159806
vLLM lora_only nu50,52.363099,19660,0.264189,0.159806
vLLM lora_only nu50,52.389734,19670,0.228617,0.159806
vLLM lora_only nu50,52.416368,19680,0.222752,0.159806
vLLM lora_only nu50,52.443002,19690,0.192966,0.159806
vLLM lora_only nu50,52.469637,19700,0.245492,0.159806
vLLM lora_only nu50,52.496271,19710,0.208493,0.159806
vLLM lora_only nu50,52.522905,19720,0.247137,0.159806
vLLM lora_only nu50,52.549540,19730,0.277956,0.159806
vLLM lora_only nu50,52.576174,19740,0.173255,0.159806
vLLM lora_only nu50,52.602808,19750,0.206377,0.159806
vLLM lora_only nu50,52.629443,19760,0.380234,0.159806
vLLM lora_only nu50,52.656077,19770,0.467648,0.159806
vLLM lora_only nu50,52.682711,19780,0.382107,0.159806
vLLM lora_only nu50,52.709346,19790,0.423337,0.159806
vLLM lora_only nu50,52.735980,19800,0.328909,0.159806
vLLM lora_only nu50,52.762614,19810,0.251334,0.159806
vLLM lora_only nu50,52.789249,19820,0.242717,0.159806
vLLM lora_only nu50,52.815883,19830,0.18945,0.159806
vLLM lora_only nu50,52.842517,19840,0.237452,0.159806
vLLM lora_only nu50,52.869152,19850,0.251974,0.159806
vLLM lora_only nu50,52.895786,19860,0.250273,0.159806
vLLM lora_only nu50,52.922420,19870,0.276523,0.159806
vLLM lora_only nu50,52.949055,19880,0.147154,0.159806
vLLM lora_only nu50,52.975689,19890,0.218232,0.159806
vLLM lora_only nu50,53.002323,19900,0.198425,0.159806
vLLM lora_only nu50,53.028958,19910,0.244762,0.159806
vLLM lora_only nu50,53.055592,19920,0.277644,0.159806
vLLM lora_only nu50,53.082226,19930,0.253561,0.159806
vLLM lora_only nu50,53.108861,19940,0.193193,0.159806
vLLM lora_only nu50,53.135495,19950,0.185437,0.159806
vLLM lora_only nu50,53.162129,19960,0.303614,0.159806
vLLM lora_only nu50,53.188764,19970,0.268072,0.159806
vLLM lora_only nu50,53.215398,19980,0.336468,0.159806
vLLM lora_only nu50,53.242032,19990,0.206511,0.159806
vLLM lora_only nu50,53.268667,20000,0.210337,0.159806
vLLM lora_only nu100,0.026875,10,0.916501,0.161248
vLLM lora_only nu100,0.053749,20,0.93261,0.161248
vLLM lora_only nu100,0.080624,30,0.863699,0.161248
vLLM lora_only nu100,0.107499,40,0.759923,0.161248
vLLM lora_only nu100,0.134373,50,0.824936,0.161248
vLLM lora_only nu100,0.161248,60,0.765969,0.161248
vLLM lora_only nu100,0.188123,70,0.750595,0.161248
vLLM lora_only nu100,0.214997,80,0.867636,0.161248
vLLM lora_only nu100,0.241872,90,0.842837,0.161248
vLLM lora_only nu100,0.268747,100,0.78087,0.161248
vLLM lora_only nu100,0.295621,110,0.755318,0.161248
vLLM lora_only nu100,0.322496,120,0.784072,0.161248
vLLM lora_only nu100,0.349371,130,0.766572,0.161248
vLLM lora_only nu100,0.376245,140,0.943102,0.161248
vLLM lora_only nu100,0.403120,150,0.793192,0.161248
vLLM lora_only nu100,0.429995,160,0.749906,0.161248
vLLM lora_only nu100,0.456869,170,0.810813,0.161248
vLLM lora_only nu100,0.483744,180,0.792203,0.161248
vLLM lora_only nu100,0.510619,190,0.710844,0.161248
vLLM lora_only nu100,0.537493,200,0.982994,0.161248
vLLM lora_only nu100,0.564368,210,0.800191,0.161248
vLLM lora_only nu100,0.591243,220,0.836578,0.161248
vLLM lora_only nu100,0.618117,230,0.701096,0.161248
vLLM lora_only nu100,0.644992,240,0.82122,0.161248
vLLM lora_only nu100,0.671867,250,0.707568,0.161248
