series,step,probe_loss
vLLM lora_only nu50,11190,0.335906
vLLM lora_only nu50,11200,0.298609
vLLM lora_only nu50,11210,0.313251
vLLM lora_only nu50,11220,0.258522
vLLM lora_only nu50,11230,0.290722
vLLM lora_only nu50,11240,0.356766
vLLM lora_only nu50,11250,0.332983
vLLM lora_only nu50,11260,0.312646
vLLM lora_only nu50,11270,0.301899
vLLM lora_only nu50,11280,0.27022
vLLM lora_only nu50,11290,0.271348
vLLM lora_only nu50,11300,0.316258
vLLM lora_only nu50,11310,0.292408
vLLM lora_only nu50,11320,0.294708
vLLM lora_only nu50,11330,0.350158
vLLM lora_only nu50,11340,0.265887
vLLM lora_only nu50,11350,0.301329
vLLM lora_only nu50,11360,0.312343
vLLM lora_only nu50,11370,0.276043
vLLM lora_only nu50,11380,0.28602
vLLM lora_only nu50,11390,0.264721
vLLM lora_only nu50,11400,0.286591
vLLM lora_only nu50,11410,0.282224
vLLM lora_only nu50,11420,0.323894
vLLM lora_only nu50,11430,0.29313
vLLM lora_only nu50,11440,0.289678
vLLM lora_only nu50,11450,0.291311
vLLM lora_only nu50,11460,0.267026
vLLM lora_only nu50,11470,0.280901
vLLM lora_only nu50,11480,0.257406
vLLM lora_only nu50,11490,0.292902
vLLM lora_only nu50,11500,0.316687
vLLM lora_only nu50,11510,0.244185
vLLM lora_only nu50,11520,0.263223
vLLM lora_only nu50,11530,0.258974
vLLM lora_only nu50,11540,0.257733
vLLM lora_only nu50,11550,0.283892
vLLM lora_only nu50,11560,0.312792
vLLM lora_only nu50,11570,0.335048
vLLM lora_only nu50,11580,0.320118
vLLM lora_only nu50,11590,0.279496
vLLM lora_only nu50,11600,0.297876
vLLM lora_only nu50,11610,0.310055
vLLM lora_only nu50,11620,0.260236
vLLM lora_only nu50,11630,0.270099
vLLM lora_only nu50,11640,0.310784
vLLM lora_only nu50,11650,0.220363
vLLM lora_only nu50,11660,0.274789
vLLM lora_only nu50,11670,0.298746
vLLM lora_only nu50,11680,0.321111
vLLM lora_only nu50,11690,0.301551
vLLM lora_only nu50,11700,0.253395
vLLM lora_only nu50,11710,0.299051
vLLM lora_only nu50,11720,0.269754
vLLM lora_only nu50,11730,0.303084
vLLM lora_only nu50,11740,0.301167
vLLM lora_only nu50,11750,0.314697
vLLM lora_only nu50,11760,0.248208
vLLM lora_only nu50,11770,0.254209
vLLM lora_only nu50,11780,0.279328
vLLM lora_only nu50,11790,0.251894
vLLM lora_only nu50,11800,0.330542
vLLM lora_only nu50,11810,0.332804
vLLM lora_only nu50,11820,0.259283
vLLM lora_only nu50,11830,0.280059
vLLM lora_only nu50,11840,0.247513
vLLM lora_only nu50,11850,0.289007
vLLM lora_only nu50,11860,0.349792
vLLM lora_only nu50,11870,0.260876
vLLM lora_only nu50,11880,0.265115
vLLM lora_only nu50,11890,0.246912
vLLM lora_only nu50,11900,0.209101
vLLM lora_only nu50,11910,0.281166
vLLM lora_only nu50,11920,0.318023
vLLM lora_only nu50,11930,0.288566
vLLM lora_only nu50,11940,0.241315
vLLM lora_only nu50,11950,0.244584
vLLM lora_only nu50,11960,0.24022
vLLM lora_only nu50,11970,0.270719
vLLM lora_only nu50,11980,0.279539
vLLM lora_only nu50,11990,0.234038
vLLM lora_only nu50,12000,0.26428
vLLM lora_only nu50,12010,0.254082
vLLM lora_only nu50,12020,0.260232
vLLM lora_only nu50,12030,0.269959
vLLM lora_only nu50,12040,0.329977
vLLM lora_only nu50,12050,0.240657
vLLM lora_only nu50,12060,0.257535
vLLM lora_only nu50,12070,0.237033
vLLM lora_only nu50,12080,0.298927
vLLM lora_only nu50,12090,0.254963
vLLM lora_only nu50,12100,0.247627
vLLM lora_only nu50,12110,0.280838
vLLM lora_only nu50,12120,0.293677
vLLM lora_only nu50,12130,0.233704
vLLM lora_only nu50,12140,0.290349
vLLM lora_only nu50,12150,0.230936
vLLM lora_only nu50,12160,0.245696
vLLM lora_only nu50,12170,0.296106
vLLM lora_only nu50,12180,0.297827
vLLM lora_only nu50,12190,0.269412
vLLM lora_only nu50,12200,0.288028
vLLM lora_only nu50,12210,0.240262
vLLM lora_only nu50,12220,0.281067
vLLM lora_only nu50,12230,0.314754
vLLM lora_only nu50,12240,0.240917
vLLM lora_only nu50,12250,0.287598
vLLM lora_only nu50,12260,0.279347
vLLM lora_only nu50,12270,0.221898
vLLM lora_only nu50,12280,0.292031
vLLM lora_only nu50,12290,0.307343
vLLM lora_only nu50,12300,0.240626
vLLM lora_only nu50,12310,0.307922
vLLM lora_only nu50,12320,0.259329
vLLM lora_only nu50,12330,0.258845
vLLM lora_only nu50,12340,0.226405
vLLM lora_only nu50,12350,0.309572
vLLM lora_only nu50,12360,0.283113
vLLM lora_only nu50,12370,0.329678
vLLM lora_only nu50,12380,0.248378
vLLM lora_only nu50,12390,0.292592
vLLM lora_only nu50,12400,0.271868
vLLM lora_only nu50,12410,0.274384
vLLM lora_only nu50,12420,0.308924
vLLM lora_only nu50,12430,0.317321
vLLM lora_only nu50,12440,0.238626
vLLM lora_only nu50,12450,0.354559
vLLM lora_only nu50,12460,0.230635
vLLM lora_only nu50,12470,0.246575
vLLM lora_only nu50,12480,0.278497
vLLM lora_only nu50,12490,0.256169
vLLM lora_only nu50,12500,0.251243
vLLM lora_only nu50,12510,0.267943
vLLM lora_only nu50,12520,0.212921
vLLM lora_only nu50,12530,0.274227
vLLM lora_only nu50,12540,0.298172
vLLM lora_only nu50,12550,0.25836
vLLM lora_only nu50,12560,0.267497
vLLM lora_only nu50,12570,0.268806
vLLM lora_only nu50,12580,0.228932
vLLM lora_only nu50,12590,0.293707
vLLM lora_only nu50,12600,0.325614
vLLM lora_only nu50,12610,0.284155
vLLM lora_only nu50,12620,0.348092
vLLM lora_only nu50,12630,0.268346
vLLM lora_only nu50,12640,0.338928
vLLM lora_only nu50,12650,0.321515
vLLM lora_only nu50,12660,0.349918
vLLM lora_only nu50,12670,0.264429
vLLM lora_only nu50,12680,0.29919
vLLM lora_only nu50,12690,0.291769
vLLM lora_only nu50,12700,0.238986
vLLM lora_only nu50,12710,0.279717
vLLM lora_only nu50,12720,0.248128
vLLM lora_only nu50,12730,0.323259
vLLM lora_only nu50,12740,0.265249
vLLM lora_only nu50,12750,0.213653
vLLM lora_only nu50,12760,0.268331
vLLM lora_only nu50,12770,0.239989
vLLM lora_only nu50,12780,0.250796
vLLM lora_only nu50,12790,0.29902
vLLM lora_only nu50,12800,0.273745
vLLM lora_only nu50,12810,0.297803
vLLM lora_only nu50,12820,0.338147
vLLM lora_only nu50,12830,0.225685
vLLM lora_only nu50,12840,0.310572
vLLM lora_only nu50,12850,0.362658
vLLM lora_only nu50,12860,0.23789
vLLM lora_only nu50,12870,0.277475
vLLM lora_only nu50,12880,0.247931
vLLM lora_only nu50,12890,0.208408
vLLM lora_only nu50,12900,0.305479
vLLM lora_only nu50,12910,0.282627
vLLM lora_only nu50,12920,0.244034
vLLM lora_only nu50,12930,0.256958
vLLM lora_only nu50,12940,0.240245
vLLM lora_only nu50,12950,0.255243
vLLM lora_only nu50,12960,0.249601
vLLM lora_only nu50,12970,0.326332
vLLM lora_only nu50,12980,0.271996
vLLM lora_only nu50,12990,0.307895
vLLM lora_only nu50,13000,0.319304
vLLM lora_only nu50,13010,0.33611
vLLM lora_only nu50,13020,0.329546
vLLM lora_only nu50,13030,0.381332
vLLM lora_only nu50,13040,0.367392
vLLM lora_only nu50,13050,0.384469
vLLM lora_only nu50,13060,0.242596
vLLM lora_only nu50,13070,0.303385
vLLM lora_only nu50,13080,0.250721
vLLM lora_only nu50,13090,0.244333
vLLM lora_only nu50,13100,0.29489
vLLM lora_only nu50,13110,0.295489
vLLM lora_only nu50,13120,0.263626
vLLM lora_only nu50,13130,0.242974
vLLM lora_only nu50,13140,0.213766
vLLM lora_only nu50,13150,0.255933
vLLM lora_only nu50,13160,0.348221
vLLM lora_only nu50,13170,0.274296
vLLM lora_only nu50,13180,0.262751
vLLM lora_only nu50,13190,0.270218
vLLM lora_only nu50,13200,0.212341
vLLM lora_only nu50,13210,0.329945
vLLM lora_only nu50,13220,0.285878
vLLM lora_only nu50,13230,0.275129
vLLM lora_only nu50,13240,0.30787
vLLM lora_only nu50,13250,0.295062
vLLM lora_only nu50,13260,0.318379
vLLM lora_only nu50,13270,0.273572
vLLM lora_only nu50,13280,0.334794
vLLM lora_only nu50,13290,0.296159
vLLM lora_only nu50,13300,0.255337
vLLM lora_only nu50,13310,0.235984
vLLM lora_only nu50,13320,0.227756
vLLM lora_only nu50,13330,0.2449
vLLM lora_only nu50,13340,0.23009
vLLM lora_only nu50,13350,0.304305
vLLM lora_only nu50,13360,0.32956
vLLM lora_only nu50,13370,0.262087
vLLM lora_only nu50,13380,0.326563
vLLM lora_only nu50,13390,0.270349
vLLM lora_only nu50,13400,0.257667
vLLM lora_only nu50,13410,0.299359
vLLM lora_only nu50,13420,0.272611
vLLM lora_only nu50,13430,0.237536
vLLM lora_only nu50,13440,0.235924
vLLM lora_only nu50,13450,0.224422
vLLM lora_only nu50,13460,0.245544
vLLM lora_only nu50,13470,0.303369
vLLM lora_only nu50,13480,0.214425
vLLM lora_only nu50,13490,0.295481
vLLM lora_only nu50,13500,0.249516
vLLM lora_only nu50,13510,0.187634
vLLM lora_only nu50,13520,0.289331
vLLM lora_only nu50,13530,0.246416
vLLM lora_only nu50,13540,0.237297
vLLM lora_only nu50,13550,0.25737
vLLM lora_only nu50,13560,0.292363
vLLM lora_only nu50,13570,0.359689
vLLM lora_only nu50,13580,0.276626
vLLM lora_only nu50,13590,0.333259
vLLM lora_only nu50,13600,0.271901
vLLM lora_only nu50,13610,0.245956
vLLM lora_only nu50,13620,0.292279
vLLM lora_only nu50,13630,0.266877
vLLM lora_only nu50,13640,0.228122
vLLM lora_only nu50,13650,0.240775
vLLM lora_only nu50,13660,0.326974
vLLM lora_only nu50,13670,0.293454
vLLM lora_only nu50,13680,0.223101
vLLM lora_only nu50,13690,0.253647
vLLM lora_only nu50,13700,0.243803
vLLM lora_only nu50,13710,0.235452
vLLM lora_only nu50,13720,0.276383
vLLM lora_only nu50,13730,0.307206
vLLM lora_only nu50,13740,0.229259
vLLM lora_only nu50,13750,0.274326
vLLM lora_only nu50,13760,0.209439
vLLM lora_only nu50,13770,0.267967
vLLM lora_only nu50,13780,0.243964
vLLM lora_only nu50,13790,0.229159
vLLM lora_only nu50,13800,0.259961
vLLM lora_only nu50,13810,0.251729
vLLM lora_only nu50,13820,0.164018
vLLM lora_only nu50,13830,0.258556
vLLM lora_only nu50,13840,0.296173
vLLM lora_only nu50,13850,0.255041
vLLM lora_only nu50,13860,0.35464
vLLM lora_only nu50,13870,0.308266
vLLM lora_only nu50,13880,0.295019
vLLM lora_only nu50,13890,0.293815
vLLM lora_only nu50,13900,0.451064
vLLM lora_only nu50,13910,0.26354
vLLM lora_only nu50,13920,0.241474
vLLM lora_only nu50,13930,0.269054
vLLM lora_only nu50,13940,0.235905
vLLM lora_only nu50,13950,0.284706
vLLM lora_only nu50,13960,0.230613
vLLM lora_only nu50,13970,0.350253
vLLM lora_only nu50,13980,0.281252
vLLM lora_only nu50,13990,0.192616
vLLM lora_only nu50,14000,0.275652
vLLM lora_only nu50,14010,0.281683
vLLM lora_only nu50,14020,0.267186
vLLM lora_only nu50,14030,0.281184
vLLM lora_only nu50,14040,0.283194
vLLM lora_only nu50,14050,0.222748
vLLM lora_only nu50,14060,0.24053
vLLM lora_only nu50,14070,0.230234
vLLM lora_only nu50,14080,0.262564
vLLM lora_only nu50,14090,0.360388
vLLM lora_only nu50,14100,0.250018
vLLM lora_only nu50,14110,0.259663
vLLM lora_only nu50,14120,0.253862
vLLM lora_only nu50,14130,0.223259
vLLM lora_only nu50,14140,0.283396
vLLM lora_only nu50,14150,0.292174
vLLM lora_only nu50,14160,0.257007
vLLM lora_only nu50,14170,0.294872
vLLM lora_only nu50,14180,0.237363
vLLM lora_only nu50,14190,0.268492
vLLM lora_only nu50,14200,0.240967
vLLM lora_only nu50,14210,0.466673
vLLM lora_only nu50,14220,0.384647
vLLM lora_only nu50,14230,0.329469
vLLM lora_only nu50,14240,0.382584
vLLM lora_only nu50,14250,0.413371
vLLM lora_only nu50,14260,0.248493
vLLM lora_only nu50,14270,0.27311
vLLM lora_only nu50,14280,0.295917
vLLM lora_only nu50,14290,0.273398
vLLM lora_only nu50,14300,0.244201
vLLM lora_only nu50,14310,0.268614
vLLM lora_only nu50,14320,0.216108
vLLM lora_only nu50,14330,0.25025
vLLM lora_only nu50,14340,0.273172
vLLM lora_only nu50,14350,0.26974
vLLM lora_only nu50,14360,0.20474
vLLM lora_only nu50,14370,0.23332
vLLM lora_only nu50,14380,0.22408
vLLM lora_only nu50,14390,0.269574
vLLM lora_only nu50,14400,0.258159
vLLM lora_only nu50,14410,0.236174
vLLM lora_only nu50,14420,0.212998
vLLM lora_only nu50,14430,0.212366
vLLM lora_only nu50,14440,0.198566
vLLM lora_only nu50,14450,0.259788
vLLM lora_only nu50,14460,0.274921
vLLM lora_only nu50,14470,0.244385
vLLM lora_only nu50,14480,0.267205
vLLM lora_only nu50,14490,0.228162
vLLM lora_only nu50,14500,0.245828
vLLM lora_only nu50,14510,0.265487
vLLM lora_only nu50,14520,0.256634
vLLM lora_only nu50,14530,0.277129
vLLM lora_only nu50,14540,0.249876
vLLM lora_only nu50,14550,0.240966
vLLM lora_only nu50,14560,0.30417
vLLM lora_only nu50,14570,0.310402
vLLM lora_only nu50,14580,0.254955
vLLM lora_only nu50,14590,0.320653
vLLM lora_only nu50,14600,0.305761
vLLM lora_only nu50,14610,0.232207
vLLM lora_only nu50,14620,0.264719
vLLM lora_only nu50,14630,0.224218
vLLM lora_only nu50,14640,0.226477
vLLM lora_only nu50,14650,0.230972
vLLM lora_only nu50,14660,0.300474
vLLM lora_only nu50,14670,0.239561
vLLM lora_only nu50,14680,0.251856
vLLM lora_only nu50,14690,0.223846
vLLM lora_only nu50,14700,0.242638
vLLM lora_only nu50,14710,0.270548
vLLM lora_only nu50,14720,0.271326
vLLM lora_only nu50,14730,0.225602
vLLM lora_only nu50,14740,0.277603
vLLM lora_only nu50,14750,0.211319
vLLM lora_only nu50,14760,0.256993
vLLM lora_only nu50,14770,0.273965
vLLM lora_only nu50,14780,0.249498
vLLM lora_only nu50,14790,0.295953
vLLM lora_only nu50,14800,0.219509
vLLM lora_only nu50,14810,0.237566
vLLM lora_only nu50,14820,0.269426
vLLM lora_only nu50,14830,0.315238
vLLM lora_only nu50,14840,0.236087
vLLM lora_only nu50,14850,0.233498
vLLM lora_only nu50,14860,0.218812
vLLM lora_only nu50,14870,0.250908
vLLM lora_only nu50,14880,0.224329
vLLM lora_only nu50,14890,0.209576
vLLM lora_only nu50,14900,0.29796
vLLM lora_only nu50,14910,0.301381
vLLM lora_only nu50,14920,0.263025
vLLM lora_only nu50,14930,0.271055
vLLM lora_only nu50,14940,0.256899
vLLM lora_only nu50,14950,0.245591
vLLM lora_only nu50,14960,0.298978
vLLM lora_only nu50,14970,0.312157
vLLM lora_only nu50,14980,0.225223
vLLM lora_only nu50,14990,0.268106
vLLM lora_only nu50,15000,0.19726
vLLM lora_only nu50,15010,0.239349
vLLM lora_only nu50,15020,0.263997
vLLM lora_only nu50,15030,0.237165
vLLM lora_only nu50,15040,0.219218
vLLM lora_only nu50,15050,0.242669
vLLM lora_only nu50,15060,0.222701
vLLM lora_only nu50,15070,0.299416
vLLM lora_only nu50,15080,0.323009
vLLM lora_only nu50,15090,0.25852
vLLM lora_only nu50,15100,0.231449
vLLM lora_only nu50,15110,0.233796
vLLM lora_only nu50,15120,0.202737
vLLM lora_only nu50,15130,0.2066
vLLM lora_only nu50,15140,0.28014
vLLM lora_only nu50,15150,0.231698
vLLM lora_only nu50,15160,0.263824
vLLM lora_only nu50,15170,0.200623
vLLM lora_only nu50,15180,0.221364
vLLM lora_only nu50,15190,0.233185
vLLM lora_only nu50,15200,0.255314
vLLM lora_only nu50,15210,0.31369
vLLM lora_only nu50,15220,0.264503
vLLM lora_only nu50,15230,0.190436
vLLM lora_only nu50,15240,0.274025
vLLM lora_only nu50,15250,0.250826
vLLM lora_only nu50,15260,0.238346
vLLM lora_only nu50,15270,0.323115
vLLM lora_only nu50,15280,0.261183
vLLM lora_only nu50,15290,0.253743
vLLM lora_only nu50,15300,0.280253
vLLM lora_only nu50,15310,0.191494
vLLM lora_only nu50,15320,0.246236
vLLM lora_only nu50,15330,0.29033
vLLM lora_only nu50,15340,0.258982
vLLM lora_only nu50,15350,0.217897
vLLM lora_only nu50,15360,0.243451
vLLM lora_only nu50,15370,0.224667
vLLM lora_only nu50,15380,0.309789
vLLM lora_only nu50,15390,0.295692
vLLM lora_only nu50,15400,0.229862
vLLM lora_only nu50,15410,0.271235
vLLM lora_only nu50,15420,0.233497
vLLM lora_only nu50,15430,0.242281
vLLM lora_only nu50,15440,0.262011
vLLM lora_only nu50,15450,0.331426
vLLM lora_only nu50,15460,0.286377
vLLM lora_only nu50,15470,0.276631
vLLM lora_only nu50,15480,0.269284
vLLM lora_only nu50,15490,0.27215
vLLM lora_only nu50,15500,0.264875
vLLM lora_only nu50,15510,0.231553
vLLM lora_only nu50,15520,0.30677
vLLM lora_only nu50,15530,0.252658
vLLM lora_only nu50,15540,0.14858
vLLM lora_only nu50,15550,0.249394
vLLM lora_only nu50,15560,0.226609
vLLM lora_only nu50,15570,0.230123
vLLM lora_only nu50,15580,0.248571
vLLM lora_only nu50,15590,0.256145
vLLM lora_only nu50,15600,0.208261
vLLM lora_only nu50,15610,0.270886
vLLM lora_only nu50,15620,0.204691
vLLM lora_only nu50,15630,0.230342
vLLM lora_only nu50,15640,0.280412
vLLM lora_only nu50,15650,0.252865
vLLM lora_only nu50,15660,0.223042
vLLM lora_only nu50,15670,0.202435
vLLM lora_only nu50,15680,0.184546
vLLM lora_only nu50,15690,0.276411
vLLM lora_only nu50,15700,0.214898
vLLM lora_only nu50,15710,0.213514
vLLM lora_only nu50,15720,0.267454
vLLM lora_only nu50,15730,0.235953
vLLM lora_only nu50,15740,0.253878
vLLM lora_only nu50,15750,0.22109
vLLM lora_only nu50,15760,0.263207
vLLM lora_only nu50,15770,0.254515
vLLM lora_only nu50,15780,0.205908
vLLM lora_only nu50,15790,0.230625
vLLM lora_only nu50,15800,0.228908
vLLM lora_only nu50,15810,0.222694
vLLM lora_only nu50,15820,0.21956
vLLM lora_only nu50,15830,0.290406
vLLM lora_only nu50,15840,0.229773
vLLM lora_only nu50,15850,0.181452
vLLM lora_only nu50,15860,0.249486
vLLM lora_only nu50,15870,0.199888
vLLM lora_only nu50,15880,0.227299
vLLM lora_only nu50,15890,0.284703
vLLM lora_only nu50,15900,0.259512
vLLM lora_only nu50,15910,0.20903
vLLM lora_only nu50,15920,0.247518
vLLM lora_only nu50,15930,0.193187
vLLM lora_only nu50,15940,0.254123
vLLM lora_only nu50,15950,0.28477
vLLM lora_only nu50,15960,0.297195
vLLM lora_only nu50,15970,0.223358
vLLM lora_only nu50,15980,0.286912
vLLM lora_only nu50,15990,0.231983
vLLM lora_only nu50,16000,0.297541
vLLM lora_only nu50,16010,0.229532
vLLM lora_only nu50,16020,0.217386
vLLM lora_only nu50,16030,0.275071
vLLM lora_only nu50,16040,0.234082
vLLM lora_only nu50,16050,0.228459
vLLM lora_only nu50,16060,0.22523
vLLM lora_only nu50,16070,0.283168
vLLM lora_only nu50,16080,0.235069
vLLM lora_only nu50,16090,0.247306
vLLM lora_only nu50,16100,0.208857
vLLM lora_only nu50,16110,0.233812
vLLM lora_only nu50,16120,0.225967
vLLM lora_only nu50,16130,0.23646
vLLM lora_only nu50,16140,0.26967
vLLM lora_only nu50,16150,0.217841
vLLM lora_only nu50,16160,0.211996
vLLM lora_only nu50,16170,0.25795
vLLM lora_only nu50,16180,0.207574
vLLM lora_only nu50,16190,0.245038
vLLM lora_only nu50,16200,0.299096
vLLM lora_only nu50,16210,0.292801
vLLM lora_only nu50,16220,0.244286
vLLM lora_only nu50,16230,0.333105
vLLM lora_only nu50,16240,0.268172
vLLM lora_only nu50,16250,0.298274
vLLM lora_only nu50,16260,0.254888
vLLM lora_only nu50,16270,0.215645
vLLM lora_only nu50,16280,0.22496
vLLM lora_only nu50,16290,0.216213
vLLM lora_only nu50,16300,0.181718
vLLM lora_only nu50,16310,0.275449
vLLM lora_only nu50,16320,0.250643
vLLM lora_only nu50,16330,0.267026
vLLM lora_only nu50,16340,0.255918
vLLM lora_only nu50,16350,0.21883
vLLM lora_only nu50,16360,0.20826
vLLM lora_only nu50,16370,0.248708
vLLM lora_only nu50,16380,0.252173
vLLM lora_only nu50,16390,0.242535
vLLM lora_only nu50,16400,0.209255
vLLM lora_only nu50,16410,0.217139
vLLM lora_only nu50,16420,0.210891
vLLM lora_only nu50,16430,0.191463
vLLM lora_only nu50,16440,0.222674
vLLM lora_only nu50,16450,0.277521
vLLM lora_only nu50,16460,0.25553
vLLM lora_only nu50,16470,0.20424
vLLM lora_only nu50,16480,0.238197
vLLM lora_only nu50,16490,0.203618
vLLM lora_only nu50,16500,0.198792
vLLM lora_only nu50,16510,0.247875
vLLM lora_only nu50,16520,0.222324
vLLM lora_only nu50,16530,0.19771
vLLM lora_only nu50,16540,0.234179
vLLM lora_only nu50,16550,0.197976
vLLM lora_only nu50,16560,0.250442
vLLM lora_only nu50,16570,0.256889
vLLM lora_only nu50,16580,0.298562
vLLM lora_only nu50,16590,0.235323
vLLM lora_only nu50,16600,0.294709
vLLM lora_only nu50,16610,0.199668
vLLM lora_only nu50,16620,0.290854
vLLM lora_only nu50,16630,0.287641
vLLM lora_only nu50,16640,0.23388
vLLM lora_only nu50,16650,0.242505
vLLM lora_only nu50,16660,0.211988
vLLM lora_only nu50,16670,0.22812
vLLM lora_only nu50,16680,0.228029
vLLM lora_only nu50,16690,0.297101
vLLM lora_only nu50,16700,0.228748
vLLM lora_only nu50,16710,0.212771
vLLM lora_only nu50,16720,0.209501
vLLM lora_only nu50,16730,0.239147
vLLM lora_only nu50,16740,0.229775
vLLM lora_only nu50,16750,0.233865
vLLM lora_only nu50,16760,0.355565
vLLM lora_only nu50,16770,0.307527
vLLM lora_only nu50,16780,0.24661
vLLM lora_only nu50,16790,0.257279
vLLM lora_only nu50,16800,0.274355
vLLM lora_only nu50,16810,0.232895
vLLM lora_only nu50,16820,0.278372
vLLM lora_only nu50,16830,0.239189
vLLM lora_only nu50,16840,0.190862
vLLM lora_only nu50,16850,0.225032
vLLM lora_only nu50,16860,0.214359
vLLM lora_only nu50,16870,0.213767
vLLM lora_only nu50,16880,0.299827
vLLM lora_only nu50,16890,0.229331
vLLM lora_only nu50,16900,0.244001
vLLM lora_only nu50,16910,0.202424
vLLM lora_only nu50,16920,0.160737
vLLM lora_only nu50,16930,0.255106
vLLM lora_only nu50,16940,0.231419
vLLM lora_only nu50,16950,0.191393
vLLM lora_only nu50,16960,0.235019
vLLM lora_only nu50,16970,0.208044
vLLM lora_only nu50,16980,0.204164
vLLM lora_only nu50,16990,0.223327
vLLM lora_only nu50,17000,0.254221
vLLM lora_only nu50,17010,0.230531
vLLM lora_only nu50,17020,0.219801
vLLM lora_only nu50,17030,0.212669
vLLM lora_only nu50,17040,0.233922
vLLM lora_only nu50,17050,0.181984
vLLM lora_only nu50,17060,0.238727
vLLM lora_only nu50,17070,0.292304
vLLM lora_only nu50,17080,0.322041
vLLM lora_only nu50,17090,0.175658
vLLM lora_only nu50,17100,0.282174
vLLM lora_only nu50,17110,0.406965
vLLM lora_only nu50,17120,0.301736
vLLM lora_only nu50,17130,0.363971
vLLM lora_only nu50,17140,0.322756
vLLM lora_only nu50,17150,0.347522
vLLM lora_only nu50,17160,0.30865
vLLM lora_only nu50,17170,0.23864
vLLM lora_only nu50,17180,0.272654
vLLM lora_only nu50,17190,0.296689
vLLM lora_only nu50,17200,0.26465
vLLM lora_only nu50,17210,0.203009
vLLM lora_only nu50,17220,0.214089
vLLM lora_only nu50,17230,0.186142
vLLM lora_only nu50,17240,0.284187
vLLM lora_only nu50,17250,0.248236
vLLM lora_only nu50,17260,0.213992
vLLM lora_only nu50,17270,0.258433
vLLM lora_only nu50,17280,0.226373
vLLM lora_only nu50,17290,0.211551
vLLM lora_only nu50,17300,0.222092
vLLM lora_only nu50,17310,0.257074
vLLM lora_only nu50,17320,0.224582
vLLM lora_only nu50,17330,0.213252
vLLM lora_only nu50,17340,0.222305
vLLM lora_only nu50,17350,0.262576
vLLM lora_only nu50,17360,0.262796
vLLM lora_only nu50,17370,0.238555
vLLM lora_only nu50,17380,0.269329
vLLM lora_only nu50,17390,0.267411
vLLM lora_only nu50,17400,0.200751
vLLM lora_only nu50,17410,0.313115
vLLM lora_only nu50,17420,0.254716
vLLM lora_only nu50,17430,0.268901
vLLM lora_only nu50,17440,0.266973
vLLM lora_only nu50,17450,0.25258
vLLM lora_only nu50,17460,0.176735
vLLM lora_only nu50,17470,0.259726
vLLM lora_only nu50,17480,0.2343
vLLM lora_only nu50,17490,0.243189
vLLM lora_only nu50,17500,0.28186
vLLM lora_only nu50,17510,0.276503
vLLM lora_only nu50,17520,0.231192
vLLM lora_only nu50,17530,0.214992
vLLM lora_only nu50,17540,0.189501
vLLM lora_only nu50,17550,0.24855
vLLM lora_only nu50,17560,0.242842
vLLM lora_only nu50,17570,0.19416
vLLM lora_only nu50,17580,0.262884
vLLM lora_only nu50,17590,0.207105
vLLM lora_only nu50,17600,0.231356
vLLM lora_only nu50,17610,0.261961
vLLM lora_only nu50,17620,0.334558
vLLM lora_only nu50,17630,0.267589
vLLM lora_only nu50,17640,0.307816
vLLM lora_only nu50,17650,0.236763
vLLM lora_only nu50,17660,0.227229
vLLM lora_only nu50,17670,0.265156
vLLM lora_only nu50,17680,0.24221
vLLM lora_only nu50,17690,0.300142
vLLM lora_only nu50,17700,0.26729
vLLM lora_only nu50,17710,0.18181
vLLM lora_only nu50,17720,0.232426
vLLM lora_only nu50,17730,0.199572
vLLM lora_only nu50,17740,0.234102
vLLM lora_only nu50,17750,0.242247
vLLM lora_only nu50,17760,0.27484
vLLM lora_only nu50,17770,0.225298
vLLM lora_only nu50,17780,0.232917
vLLM lora_only nu50,17790,0.170299
vLLM lora_only nu50,17800,0.200966
vLLM lora_only nu50,17810,0.275383
vLLM lora_only nu50,17820,0.223685
vLLM lora_only nu50,17830,0.231172
vLLM lora_only nu50,17840,0.23789
vLLM lora_only nu50,17850,0.174951
vLLM lora_only nu50,17860,0.246222
vLLM lora_only nu50,17870,0.222633
vLLM lora_only nu50,17880,0.202658
vLLM lora_only nu50,17890,0.243227
vLLM lora_only nu50,17900,0.226114
vLLM lora_only nu50,17910,0.265677
vLLM lora_only nu50,17920,0.196168
vLLM lora_only nu50,17930,0.263583
vLLM lora_only nu50,17940,0.261687
vLLM lora_only nu50,17950,0.207809
vLLM lora_only nu50,17960,0.265248
vLLM lora_only nu50,17970,0.295912
vLLM lora_only nu50,17980,0.229849
vLLM lora_only nu50,17990,0.236964
vLLM lora_only nu50,18000,0.265625
vLLM lora_only nu50,18010,0.24598
vLLM lora_only nu50,18020,0.189179
vLLM lora_only nu50,18030,0.25136
vLLM lora_only nu50,18040,0.215634
vLLM lora_only nu50,18050,0.189085
vLLM lora_only nu50,18060,0.343833
vLLM lora_only nu50,18070,0.284054
vLLM lora_only nu50,18080,0.24679
vLLM lora_only nu50,18090,0.340382
vLLM lora_only nu50,18100,0.311264
vLLM lora_only nu50,18110,0.206866
vLLM lora_only nu50,18120,0.283437
vLLM lora_only nu50,18130,0.232939
vLLM lora_only nu50,18140,0.223951
vLLM lora_only nu50,18150,0.222647
vLLM lora_only nu50,18160,0.218535
vLLM lora_only nu50,18170,0.247682
